text,label
11:11  tujhy hum yaad kar lain gay.. tujhy hum bhool jain gay..,1.0
no one :   chemistry wale sir : ye mdcat ka mcq hai.,1.0
mujhe pehle hi pata to hai k main ugly hon i know meri dp wali pics bhi bohat ugly hain lekin bar bar jatate kiyoun hain ap☹  ☹,1.0
      gharidah ka jism pure pakistan ki marzi please add this slogan,0.0
hahaha hr jga khud ko celebrity banana aap ...  chlo btaen road bnvaya k ni khan ne layyah ka ?,1.0
 koi na ma hun na agr unho ny mara tujhy to ma baxhany ki try kru gi😂😕,0.0
 apka milaya hwa nmbr phir durust ni😂😂😂,1.0
 ye kuin 😥😥,1.0
oye bandri de bache tera bap yahodi to nai?,0.0
yo randi,1.0
to the people jo pizza burger ki pictures lagatay hain... abay tou bhaee khud khao... humaray mood ki maa ko q de raha ho... dua hai unhain tattiyan lagain bhenchod ://,0.0
 yesh 😌 kon si mehnat ki thi mje bhi btao mje bhi karni hai😿😿,1.0
bharwe hai saale do taake ke,0.0
bc konsi charas mar k baitha h tu? hme b bta de yar ek-aadh bande yaha b h unko b jarurt pdti h,0.0
ye dekho bhadwe ki nasal😂😂,0.0
 mery frnds ny mojy samjha hoa🙄,1.0
sher ka beta hijra nikla....that is what general public will say/is already saying.,1.0
haan obviously. yahoodi ki oppression se pehle musalmaan ko khud ki musalmaano pe oppression dekhni chahiye.,1.0
  haan reh gaya hai tum jaise gaddaro ko pakistan bhejnaa...allah se dua karte hai jald hi hoga..,0.0
haaha wo b pehly din e aa k kill krr dy ga😂😂😂😂😜,1.0
rt : ios bhenchod my twitter is hanging so much yuck,0.0
bhosadiwala aur hijra tha jnnehru madarchod ne khud ko hi bharat ratna de diya tha  #jawaharlalnehru,0.0
   mahira ka bhai khud bol raha hai ke tu achi nhi dikh rahi bahar 🤣🤣🤣,1.0
  tum ny kitabon se btaya tha hum ny b kitabon se hi btaya hai,1.0
a ja pardasiya tenu wasta pyaar da..🎵🎵,1.0
 main personally bhot serious  banda hoon 😂😂😂🙌,1.0
"if a girl texts first, according to boys ' fake hogi saali. -__- if they don't text first, ' attitude bht hai saali mein'  saali kry tw kya kry ://",0.0
wha deepika now favorite in pakistan army  kutiya ab to sharm kar desh ko badman mat karo randi,0.0
", ,laanat ho peri shaklo🖐🖐 from lhr😌😊",0.0
  nhi to aurat march walon ne tere saray haq wapis le lene hain.,1.0
"imran khan a looser destroy economy badly not capable of anything with dictator cabinet mp's &amp; also he is drunk all time break rules of islam he is qadyani ,yahoodi agent",0.0
 acha chill kr enjoy kr 😂😂😂😂 pubg khailtay hai a ja 😂,1.0
lanati  beshurme,0.0
   expire hogy sb ny rona 😂,1.0
madarchod jahid tmhara behnoi hay ya tmhari bhen uski rakhail hay bharwe ya jahid teri bhen ko khareed chuka hay ,0.0
mujhe pata hai wo mujhe sy pyar nahi krti lakin main pir bhi osy pyar krta bohat😍💕🌷,1.0
"dekhna...  kahin apke pitaji &  ke founder, balasaheb thackeray ki ""hijra"" wali definition aap par lagoo na ho jae...😅",1.0
rundi ronaaa teraa,0.0
"ullu ka pattha, is ke baap ka raaj hae, india aur israel ke sheh par bakwaas kar raha hae, itni ahmaq qoom hae, jin ko samajh nahe arahi ke yeh pakistan ko gher mustehkam kar raha hae, bhutto mar gaya, benazir mar gaye kuch nahe howa mulk ko, fariq karo is ko bhe. pakistan first.",0.0
niazi bajwa bhai bhai qadiyani yahodi ne ghdari say hakumat bani,0.0
to uss sahar se nikal naa lovedi pehli fursat me  daat se biscuits toot nhi rhi gand se akhrot todne chle hai,0.0
 afridi n jb 6ka mara tha kholi k reaction dakhne wala tha wohi bhi lgao n pic🤓,1.0
 sab nalaik log yehi kehty han😀,1.0
 toh mat kijiye sir ! 🙏 dil se mat kijiye,1.0
"teri maa ki choot , behan ke laude,kanjar di aulad ,randi. ke bachche. teri behan ko kutta chode aur wo pille paida karegi😁😁😁",0.0
 nhi mai kiu jao ap jany unka kam jany mai to kisi aur kam k lie gyi wo to muj sy mashwara manga tha unho ny to apka name suggest kr dia mainy 😂😂😂😂,1.0
randi gandi imran ki bandi,0.0
my back hurts so fkn much bhenchod,0.0
akhrot bhai main ne koi aap se badtameezi nahi ke lakeen woh youtheya he kiya jo jo izzat ke zaban sumjh jae abe chaman chouteye jis case main nawaz jail main tha uss case judge khod keh raha hey ke saza galt hui hey pher bhe tu chor kehne se baz nahi aya,0.0
and the worst part is that people don't understand that you can't eat. they think aap dramay kar rahay ho.,1.0
isko kr do qatal harrami khinzeer ki aulaad👊👊😠😠😡 mujhe dafa kr tu,1.0
" insta account kyu jaa rhe hai sabke ? do account ki information aa gayi, ek aapka orr ek orr .",1.0
 reply late ja raha ...😡,1.0
rt : fuddu log bhenchod,0.0
 allah pochy tujhy bhn... tera to alg hissab hoga.,0.0
 bhai aesi tweet karni hi ni thi😃 be a gentleman...❤,1.0
lanati khan,0.0
sale hijde kuch bhi gire nahi neeche warna teri maa chod dungi,1.0
 pata chal gaya sajal ali ka..🙄,1.0
kis ny latkana ha apki government h bysharam  batyn ee krty rahogy,1.0
bc kali kutiya..,0.0
"he's a former ahmedi, and now an atheist. he isn't even muslim and insulted the prophet too,the grim north",1.0
 behn ji kyu aap hazrat un cheezo mai parh rahy hai jinky sath taluq hi nhi ha auratmarch ka. plz aagy peechy study kren islam ko b study kren sirf social media pe bewakoof na banny.  kia apko lgta pakistan mai aurt ko wo haqoq mily ha jo islam ny diye hai....?????,1.0
bhen bhe chod donga baad main😂🤣,0.0
yawr i think i'm in love 😔 . . . . . . . . . . . . . . . . . . . . . . . . . . . .waqae  . . . . . . . . . . . . . ye kul raat khuwab aya th 🙊,1.0
bhenchod matlb rt k liye kuch bhi krlete jahil kahin k,0.0
akhrott wants to know your location..,0.0
"1. sunni, shia, ahmadiya are examples i don't care if christianity has more sects, it doesn't take away from my point  2. sure you did 😊 this is getting boring take care and good night ✌️,2019-06-12 11:29:58,alien mothership 🛸",1.0
iisssss ohhh naziya  meri randi chhinal...  kya  sexy than hai teri kuttiya..   saali  teraa dudh pilaa   pilaa  muje... sexy,0.0
pehaly mei bohat khush thi phir mjhy #pyar hogya😣,1.0
ek baap ki aulaad hai na toh adress de number de or milke baat kriyo randiyo ki tarah ghar me ghus chinala na kar 😑,0.0
lol. phattu insaan,0.0
"yaar mujhe to aap per tars aa raha hai..... tum kis qadar ""tarse huye ho""....... tharki rooh....",0.0
"😎🇵🇰😎 you are right, ye ahmaq following ko bay-waqoof bana raha hay.",0.0
issi jagah kisi ne aurat pe baat ki hoti dunya ne pagal ho jana tha. gandgi har jagah hai.,1.0
"woh masjid bana bhi daiga tow they will say its built by a yahoodi agent, wahan namaz qabool nai hogi🤪",1.0
 i want ki tujh jaisa chutiya age paida na ho desh mai 😂,0.0
 baad main phir thora sa ro lia tha jb terminal pe dost alg ho thy thy,1.0
 hm dhond k de na koi,1.0
 alla... aur jo haarta hai wo waise he faarig ho jata hai...😁😁😁😁😁😁😁,1.0
 manzoor nahi hae,1.0
#lahore kafi sardi ho gai thi 🤣,1.0
ek din tu na mile ga tera naam phir bhi rahega 😔 #psl5,1.0
tu bhi kyu nahi jal gayi saath mein randi ?,1.0
boht mehengi ho gai hai iss sy acha bnda akhrot kha ly,1.0
aap ki azadi nezdik hai.jald e aap ki gardan aap sy juda ho jy gi.tery jasi orat ki pakistan mei koi jga ni.,1.0
nhi nhi..apke account k masail sar kanoon pr😀,1.0
bharwe 400 rupe tamater teri hee government men bik rhe hen kanjr,0.0
pury tweeter or shehbaaz shehbaaz ho rhi kya baat hy bhai #shehbaazonfire,1.0
   ap jealous q hota just fun,1.0
peshawari akhrot to main mou sy tor leti,1.0
allah apke har khwahish puri kry ameen😇,1.0
apni taqreer bnd karain .jinky bachy hain onka pata karain kya gozar rahi hy on per .,1.0
taree maa ke phodi gashti ky bachy,0.0
 esa ghissa pita jwab tu e soch skta h,1.0
mujhe jeena hai to murnay k liye jeene hai❤,1.0
no we do not want a syria. peoples sects should he stated instead of accusations being fired hes ahmedi. etc . we are a sunni country it should remain that way.,1.0
    kia sir g apki tarah bachay thori hn k ek baat keh kr bs taaliyan bajana shru kr dein 😂😂,0.0
mashra haqeqat dy ye warshal b ap jaisay azeem leaders ko ghadar kehta hy #releasemanzoorpashteen #releaseislamabadprotesters,1.0
pti dharna se kuch time qabal rahim yar khan mai he oil tanker mai aag lagne ka waqia how tha jismai 125+ log apni jan se hath dho bethe the yad aya pppp k for mai baldia factory mai zia dor mai ojhri camp ka waqia kya aap in sab ko ahmaq kehna pasand karen ge. plz reply,1.0
both bolti ha yawwr☺️,1.0
"aik jaise randi ronay hain hamaray. prepare well for your cies, pehlay walo main achay grades aayenge toh aagay motivation mille gi. considering you’re in class 10?",0.0
lakin kafir aor yahoodi ko aram na aiya bar bar foj [army ] lay ker madina per hamla kia ..2 sulah kay muhaday [misaqe madina ] aor sulh hudabiya ...wo bhe kafiroon nay aor yahodiyon  nay toor dalay ....bar bar jung ki prophet say..,1.0
"rt : yet again court proved,it is not lahore highcourt,it is lohaar high court. chutiye,bharwe #lahorehighcourt",0.0
ager tumeh thik se tatti nahi hoo tu oskeliye bhi muslim zimmedar kuch bhi 😂 kab tak muslim muslim karke randdi rona ronge 😭,0.0
"chutia tashkent files film sleeper hit gyi thi. uss film ko kya tere baap me banaya tha. saale, halala ki paidais.",1.0
rt : karachi culture is enjoying a nice walk outside and hearing bharwe phone nikaal from behind.,1.0
aap keh rhi hai toh kuch soch kr hi keh rhi hongi mujhe sboot nhi chaiye ki aap randi ho 😁,0.0
boll rahaa hu aur aise maaadharrchodh godi media ke anzanwaa randdi se ko koi bachaa dikhha degga gardann kaaat usske,0.0
 ye march ghalat h or jo liberal women kar rhi un k characters ka b pta h but mein un women ki bat kr rhi jo suffer kr rhi ye sub. or kitni choti bachio ka rape hua kiya un bachio ki marzi se hua unho ne touch krny dea kiya???,1.0
"excellent historical perspective. however, the rot set earlier when a land owner decided to sell the poor an unachievable hope as well as placating mullahs with anti ahmaddiya movement. not to mention selling out on east pak. bhutto was a confused politician with flawed optics.",1.0
tere liye khush hu mai pagle tere khushi hi mere liye sab kuch hai... bas fikar mat karna ki tere picche kahi paagal na ho jayu. yahi hu teri hu tere siwaye kisi ki nahi. remember it. ❤,1.0
ye koi randi khana he?,0.0
mere se bhi fadwalo ek bar apna chut,0.0
ap ko mard banny ki acting pasand i? agr ni to hijra hi bany rahye sir ye mardo k kam hn hijro k ni.,0.0
ek pura season ek sitting main or usky agy 4 seasons😍🤪🤩,1.0
mujhe to yah confusion hai tu ladka hai ya ladki yah hijra hai  bura mat manana aapka!!😆😆😆,0.0
saale fake id bna k apni maa chudwane aa raha h baar baar....dum h to saamne aa na bhadwe ki nasal,0.0
phir uska koi kaam bhi nhi karti.. phir woh mujhy laa k deta hai..😂😂,1.0
  mry koi doubt ho raha 😑😂😂,1.0
nit khair magaa sohnyaa. mai teri ... dua na koi hor mngdi...😘😘💕💖💜 #mashaallah  ,1.0
 mera jism meri mrzi ki b zra detail bta den or hum ey nai khty k hum support ni kr rahy esy ligon ko to sare am phansi deni xhahey jesy logon ka ap ny video mein btaya hm esy behno k sth hen but ap jesi aurton k sth nai jo 1 boundary sy bahir nikl rahi hen,1.0
nae ma jab tak charsi say karahi khaa aown ga,1.0
"   hahahahahahahahahahahahaha wah kia mast joke mara hai ke ""hum dosre country pe ziada concentrate nahi kartay"" 😂😂😂😂 as if we don't know ke tum log kitna concentrate kartay ho specifically pakistan pe😂 next joke please 🤣",1.0
last bancher🙇  mio mio mio 😹  teacher ye kon awaz nikal raha ha😡  last bancher😅 ,1.0
insha allah.... humari sari duaein aap k sath han... allah aap sub ku kamyaab karay or iss yahoodi hakumat say chuthkara milay ameen... love you shah sb. ❤❤,1.0
"rt : 1/n pak seems to b in a quagmire as sc of pak and gen bajwa hv crossed swords. interestingly, retired pak army offcrs ",1.0
randi ko attention chahiye pelo re isako......isaki maa behen ko pelo.......isako uper se neeche tak attention do......,1.0
agar thailand kay khusray parliaments aa saktay hain tu kuch bhee ho sakta haiye,0.0
  qasam sy pr ab nhi rahy gi wo izzat teri mere contact  mein🙈,1.0
iss baat pe koi nahi sochta. they literally put cones to teach land ethics but this khanzeer qoum wont learn.,0.0
 allah ap ko zindagi de ameen,1.0
 tujh jesi ghatiya aurat ko hum bhot he ghatiya nazer say dekhty hy,0.0
bhenchod diwali chali gayi thand aa gayi par ye bhen ke lode machar abhi tak nahi mare,0.0
bro seriously you made you slogan that you are a hijra bts are proud of you 😂😂😂🤘🤘🤘🤘,1.0
persecute muslim lmao they are thriving like any other community in india. just give ahmedi their freedom then talk about muslim og anywhere else,1.0
"under islam anything other than m / f is illegal, the wahhabis in their wisdom decided to fend off attacks by the shia on their hijra and the sharia police by giving cd / hijra special protections. being head of the human rights council saudi introduced the term transgender",1.0
"pakistan ki awam ab utho jahan bhi pakistanion tumko ye chor ghaddar bilawal zardari hijra, fazul rehman pmnl ppp ke koi chor ghaddar milien inko pakar kar maar do kun k pakistan ke judges kud corrupt hain inko relief diegaye phir ye pakistan ko lootne aien gaye, inko awam mar de",0.0
    pata ni kes bat ka bdla leya hai ap ny mere se es ko mention kr k,1.0
tumhari aukaat hai saale randiyo ko nachana jaante ho iska matlab ye nhi kuchh bhi bologe,0.0
rt : jesy kanton ko ek phool khoobsorat bna deta ha wesy hi ek naik seerat aurat ghr ko jannat bna deti ha ♥,1.0
karachi kashmir tu bari bat hai aik inch b le k dekhao ap tumhari okat kia hai abhi nandan ko ro ro k manga tha k ni tum ne ase hi ab india ka bhi endia hone wala hai.kutya.,0.0
i am thinking that ghafooria would conduct a coup to become military chief.  bajwa the secret ahmadiya would be excecuted.,1.0
 agar yh sb without show iff k kr lti to kitna acha tha... umrah se zayada dihyan publicity p he apka...,1.0
bad demag aurat...,0.0
bismillah ho chuka hy hisa dalen :)😌 ,1.0
or tum ak randi ho bc. ghasti orut.,1.0
abay saalay,0.0
 kon sy department ka h yh depression 🤔😂,1.0
  yaar main nay kon sa open kr k dakha 😒😒 comment.. main tou awi tweet dakha guzarty guzarty kr dia comment 😏,1.0
kuty wali to ise yahodi ki ho gi,1.0
tu kam ha bc  sabh dhakta hu ma,0.0
yd rakho 27th feb 2019 jb dushman hmari zameen pr apne napak iradon x aya th or ixi fouj ne apni jaan hatheli pr rakh k hmari air space ki hifazat ki thi. tum hote kon ho ix mulk ki baqa ka  faisla karne wale? ye mulk qaim hai qaim tha or rahega inshaallah #westandbesidepakarmy ,1.0
pechy auntie check kar bhai iskaa link milyy ga kia 😜😜👆,0.0
banchod bdk rundi ki bachoo dharam k naam p rape ki bhi dekhte ho suar ki aulaaado tm jese log hi rape krte ho uneducated,0.0
tjhy yhn kisi ny kch kaha gashti ki aulad tu hoga jo yhn tapka,0.0
akhrot rakhe hain khane hain?,0.0
"kiya yaki ha yeh payar bi har roz navi zalalt shuru ho jati ha, mery ko karna e nhi h 😶",1.0
yar tum kesi rundi aurat ho,1.0
  just chill sab dukh waqti hain,1.0
dekh kya ho raha tha pakistani fauj ke saath 1971 me .yaad aaya.history ka sabse bada surrender ???kaun hijra ???,1.0
 bachy k dil.tor dia💔 ab kon jorhy va ish.....,1.0
 kon atnaa text karta hy apko ka ya nobat a gai,1.0
soudia k prince yahudi pm k saath khushi mana rahay per soudi bhi yaad rakhain sadam sulemani bhi pehlay american wafadar thai un k saath kiya keya yeh american kisi k dost nahi hotay..soudi prince ko bhi samajhna chahye unk saath bhi aisa he hoga jesa saddam k saath hua...,1.0
 sach ko jhot q kaho ma ab🙊😍👊,1.0
 pakistan jesa bhe theak ha..tere mashwro ki zarorat nahi...... tu ja apne mulk india... daffa hu ja,0.0
aj kl jis k pass kch nhee ha krne ko vo tiktok shuru kr de...... bc sab songs or advertisement me ay jaa rhay 🤷‍♂️🤷‍♂️,0.0
pehle america jaiga ue begairaat musliman kehlwane kai laiq nh pehle he logh kehty h eske bary me ye yahoodi hai,0.0
apni gao mata ko chodny waloon ko azadi ks bharwe ne di?,0.0
allah imran yahodi ki pakar karain,0.0
yi nara ham pathanoo ny lagya ha ksi indian ny nahi lagya sahi ha khanzeer k bachy... or yi nara bilkul sucha nara ha,0.0
gaan se akhrot todne ka task diya tha. he did it.,1.0
yes they are involved in bomb blast... halala and bakrigiri,1.0
sare amm tweets main bat kary gy to sab ko ptaa chaly ga naaa 😑😑🤦🤦😂,1.0
   kuch homework aap bhi karo janaab...google for development work done by modi govt and you will get all the details...main yahaan aapka secretarial work karne nahi baitha huzoor  current gdp is a tad more than what mms had left it at 4 when he exited office,1.0
iqra idr mostly aise he log han ya to umber se jaya na kren ya phr chup kr jaya kren q k ap tweet krti han to at least mujy or tension hti jb ma ak mazeed aisa beghairat insan daikhta jisk ghr me koi maa behn ni ha isly wo sae behave ni krta ladies se.....,0.0
bc chaat le phir iski mc ...tu bhi isi keede ki trha h ..saale tm jaiso ko toh hit se udana chahye,0.0
nihayat beghairt shaks hai yh lanti... hmyn sharm aati hai ky esy loog b hmary upper hukmarani krty rhy hain,0.0
dekha raza baqir ke yahoodi sazish at work 👍,1.0
khinzeer ki aulad apni yahoodi jesi soch ka natija daikh le.,0.0
"rt : by that logic, ram singh after raping nirbhaya inserted the rod in her vagina and pulled her intestine with his hands",1.0
 hostel mn ay huy waqt phir kam hua ho gaa aap ko,1.0
 ohhh molvi sab ap great ho👌😉,1.0
rt : me: tumhary kitny bhai hain?? she: tumhy mila kr 3 hain me:,1.0
jiss daes ki court kachary maen insaf takkun par bikta ho. jiss daes ka qazi mushi bei mujram sae pouch kar likhta ho. uss  daes kae her eik leader per sawal uthana wajib hai. uss daes kae her her hakum ko sulli peh charana lazim hai. faiz ahmed faiz (late),1.0
"abey yrr🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️ bhen chod un becharo k faces saaf aa rahe hain is video me,chalo maan lete hain ki theek hai ek bar ko wo public me kiss karre hain ye galt hai  par fir bhi ye jo video bana raha hai is bhosadiwale ko record karne ko thodi bola hai kisine ye ku apni ma chuda raha h",0.0
kabhi kashmir frosh lanti sazishi bayghart kanjar imran yahodi ko yad karwai ha ye bat ya munafikat k keray nay cata ha,0.0
lahore high court nh ha jo jeet jayngy in logon ny pak k bera gharak kiya hua ha wahn k nizam mazbot ha wahn bhi andar hongy wow asman sa gira khajore atka,1.0
khottay k puttar lanati yahodi lobby k agent haramkhor badzat dalay  niazi tabah o barbard ho jaye tw,0.0
oh kon log ooo tusii jahill andhay baysharam baigairat dallay haramkhor badzat  yahoodi agent,1.0
laden to teri hi maa ka yaar hoga; padosi ki najayaj aulad,0.0
inko tweet karna ki jaldi hoti hai.he is beating his wife. oh yeah i have story for my tweeter  yeaaaa! so many likes so many rt's. ya log sirf twiter pa batain chod sakta hain bus.,0.0
 thori info chahiye thi,1.0
 wese he kha hai q ke mujhe nahi karni hai,1.0
mtlb gashti aa gai ab apni line per ,0.0
 haan aur kis sy kahon ja k🙄,1.0
bharwe k aulad .... tum saray indian ko duniya deikh rahi hai tumhare zulam ko aur atankwad ko. soon it will end and u will be destroyed,0.0
today i say that from now on i am not going to vote for pmln and will never forget that what they did today. inshallah will not let people forget about this in future as well. this does not mean i am supporting pti they are lanati   #shame,0.0
" oho sahi baat hai, itni posh colony main aise uber drivers allowed nahi hain. 😜",0.0
 mehrbani krn ap sb log cancer ka mareez hy uss k ly koi madad kr dn pasa ni hy un k pass itna blood cancer hy us ko 03007334159 pr rabta kr ln kisi trha koi bi,1.0
sindh high court k judge sehban merit par faisala nai kerte hai ye faisalay shaksiyat ko dekh ker kerte hai in k faisalao main koi hakiqat nai hoti jo bhi faisala kerte hai awam ko bewaquf banate hai in k faisalao ka haqiqat se koi taluk nai hota,1.0
bhenchodo ab chalao nudity ke khilaaf hashtag,0.0
teri maa ki choot randi,0.0
girls keep calling me nice?? and sweet??? toh date kar na,1.0
tum dor raho danish bhai se warna me tumhari phudi phar dun gi,0.0
  tu us ia crush hai srk 😅,1.0
 nhi... hum bs hukum ky pabnd hein faisla parents ki mrzi sy hoga,1.0
me : bhai tu abhi tk single ha 👨 friend : bhai sher 🦁akela hi rhta ha yh sub bachon k kaam hn (inside of my friend) : ab isy kasy bataon bc 🤬 koi ghass hi ni dalti 😢😭 #foreversingle #looser #broken😭,0.0
i’m on twitter bc i’m a sadomasochist to myself.,1.0
bhenchod pooray,0.0
yeh rundi hy in ko family ka kia pata kbi kis k pas kbi kis k pass,0.0
 haan bs itny main,1.0
 pher tou chand sa lanat banti thi... 😂,1.0
randi ho tum,0.0
 mujy koi gum ny,1.0
aap fikar na karo aapko duniya main hi habshi mill jaaney hain 😂🤣,1.0
pakistan ke khelaf uthne wale har awaz ko hmesha hmesha k leye band kar de jai ge uthne wale har qadam ko kat dia jai ga we are #pakistan,1.0
 upset logon ko thek krne ka talent mre pas hai,1.0
   hamari qeeemat kaa apko abhi pata he kya hai😏😏,1.0
 to mobile hoty hi isi liye ha😂,1.0
 ok ...wo is lye k jab tmhen ghusa ata to mjh khushi milti kalejy me thand par jati hy*_*,1.0
na na is moty ko aur dj ko bhenchod samny lao ikthy urao😤,0.0
 nhi bemar tha btya to thaa shyad yad nhi tmhaa,1.0
"is it called ""charsi tikka"" ? 😂🤣😆",1.0
"muh se mungfali nahi toot rahi, gaand se akhrot todna hai #failedideology",1.0
  koi baat nhi wo jab hoti tu hoti na ab main line maro aap ko if you don’t mind just kidding ok,1.0
inme se kisi se fb nhi milta medam,1.0
bharwe ganjy k dalal,0.0
 sir plz ap hi hamari umeedo ka sahara hn allah k bad mehrbani krn sir cancer ka mareez hy hamara us k ly kuch krn dn sir bhooot duain miln gin ap ko ghr k akloota beta hy 03007334159 is number pr puch ln sirr plzz kuda ka wasta ap ko,1.0
" tumhara jism, kutton ki marzi 🖐️",0.0
you should look up things like hijra in india where people who identify as trans or non binary have been around long before terms in english existed for them,1.0
oooo bhai tu retired hogya na . kyu ghyn chod raha hai ..baith ke ludo khel na ghar pe 😡.. cricket ki ma bhen kar do 100 ball 200 ball kar ke,1.0
tere jesi randi ko me chodta bhi nhi hu line ki baat kr rhi ha,0.0
rt : bc jitnaa bhi late sojao meri ankh iss time khulni he hoti. beghairt.,0.0
 km krlo wazn ye taqreban ko 3 4 man ki ho gi,0.0
honestly i am liking shehbaz 😂 laga raha hai blind mind ki!  tu flip matt marna ! zuban se mukarna matt!,1.0
talab talab bs teri hai muja nashon ma nasha banka... ,1.0
tere bap ki bhi to galti thi jo aj twitter bhokat rha hai bharwe😉,0.0
rt : welcome back khushi jani ya acc tera tha or tera hi rhy ga tens sa damg kam hi nh kr rha 😔,1.0
ruk teri m ki ch**t bhen le l fact se g fatt jaati toh aata kyun hai sasti r ki najayaz paidaish saale chamar ki aulaad !   achha sorry yaar jyada bol diya or haan bhai suno... teri rand! maa ki g me gadhe ka lu*d brosdike behenbox,0.0
"it was a great honour to attend a reception hosted by ambassador randay w. berry at his residence where i met the honorable jared polis, i was thrilled to know that the honorable jared polis is an entrepreneur.",1.0
bs yhi hai sacchai inki... jnu ki randiyan 😂😂🤣🤣,0.0
hahahaha dekh li thi tweet 😂 lakin yh mghay bilkul psnd ni ay,1.0
gajar for eyes... dimag ke liye akhrot... aur sanjay raut ke liye dua... isse dawa nahin dua ki zaroorat hai ab... 🤣🤣😂😂😂,1.0
 2%waly kon beghart hain,0.0
"akhrot ye dry answer ni, point ' kitni asani se irrelevant bnadia bande ne smog ko ' h😂",1.0
"tujhe to pata nahi ki kis padosi or risteydaar ne teri maa ka halala kiya hoga tab tu paida hua hoga,dna test karvale pure mohalle ka tab tujhe pata lagega tere baap ko haiðÿ˜‚ðÿ˜‚",0.0
yar agar twitter par video upload kardun to account report to nhi hoga ..... please advise   pehlay bhi ek beghairt nay mera account 1 haftay k liay suspend kraya hay,0.0
madharchod rundi family jitni jaldi ho sake utni jaldi desh ke gayab jo hajo india ki miya chod rakha hain tere company ne jinda rehna hain ya baap ki tarah boooooom dhamaka.... fixed?????? 🤖🤖👾👺👹💀☠️🖕🖕🖕🖕✍,0.0
 kal kahan thi sara din??🤨,1.0
"bhai kon ho tum log kha s aate ho , tumhe pta bhi h barmer , jaisalmer, jodhpur k kuch areas ko chod de to khi pani ki prblm nhi h , rajasthan ka mtlb sukha nhi h ab aur na hi desert",1.0
 haan srf batting krny me maza ata hi.  wo b slow ball py  😆😆 mei tu batting le k game se naas jti thi bachpan mei,1.0
ek toh bc  o meri sex life ki bhut chinta hai curious cat mei sirf yeh questions pooch rha r u virgin u miss ur ex have u kissed teri crush kon ffs,0.0
 jao menay baat ni karni🥺,1.0
ab ye cambridge walay humare sath april fools wala hand na kerdein 😵,1.0
 wsy to quran pak hi kafi hai.aur aik book hai misaali aurat  written by maulana zulfiqar ahmad naqshbandi shab yeh writer hain google sy pdf download krlen,1.0
ye to hai hi randi,0.0
chl chl apne baap ko mt sikha.... teri aukad h bhenchod block krne ki jaa krde,0.0
yahodi agento ka qabza ma hy,1.0
nathuram godse hijra tha hijra rahega nathuram godse aatankwadi tha aatankwadi rahega,0.0
imran khan yahodi agent nahi rah🤨,1.0
rona araha hai bhenchod why am i such a clown why am i so unimportant,0.0
bharosa sticker ki tarhan hota h .dosri baar pehle jesa nahi chipakta...,1.0
laanat ho tmhare upr kutto,0.0
lagta hai ap logo ko tea ka taste  yad ni rha ab. dubara chay pilani pary gi☕🚁 ,0.0
rt : “ek din tu na milega tera naam phir bhi rahega”  ali zafar said it long time ago!  best song among all anthems of psl ❤,1.0
kali kuti rundi pudi,0.0
kuj ni hoya tum kr kya rhe ho wo dekh rha ho,1.0
"ab iska sara credit har anchor le rha h jb k  rape,  ki asal jad h hi media jo mera jism.meri marzi,  hareem.shah , qandeel bloch , valentine day pe program krty hn phr rape hi hn gy",0.0
 me pehle bola k maryam ny apni power se kia jo b kia mujhe koi tension ni hy 😂,1.0
 😉adat daal laien na plz,1.0
 han 90s ka har dusra gana chandni pay hota tha..😒,1.0
"the only pakistani muslim who got a noble prize in science (physics)  was dr abdus salam  he was never celebrated in pak, his grave was desecrated and word muslim was removed from it🙏🙏  because he was an ahmedi  ahmedis are non muslim in pak constitution 🙏🙏🙏",1.0
reply aana matter nhi krta resham .... buss  bhaiya hum sy issi tarhan pyaar krty rhain toh aur kuch nhi chahiye 💖 iqrar bhai buss aisay hi hum janbaazon ka hosla bardhaty rhein toh kissi cheez ki kummi nhi humain 😍 jazakallah iqrar bhai 💕🇵🇰 ,1.0
 bro sab khaya karo bro,1.0
mai janana chahta ho teri maa ka yaar kon hai‘ oos randi nay chopay laganay kis say sikhay ‘ oos randi nay tera jasa harami kab paida kiya,0.0
kaafir hai to shamsher pe krta h bharosa momin ha to be-tegh hi larta ha sipahi. dr allama muhammad iqbal,1.0
astaghfirullah....kesi nazeba baatein krtee hain aap.... mene tou aajtk kiisi lrki se baat tk nhi kee😔😔 shadeed single hoon,1.0
bc lgta h ye 4g ni h koi 92 ka entena h jsk signals ese gyb hte jese bc ye jagah dunya mei nai hai  fucking shit all companies #zong #jazz #telenor  apni toi mei le lo ye speed *****,0.0
bitch tmy kya lena dena in baton sy. ab tm ny randi he rahna jitni b nkawas kr ly,0.0
    dani kisi aur challenge kr 😏😏,1.0
imran khan niyaji kutta kamina madarchod gaddar bakri chod bahanchod harami hai#mukgayaterashowniazi,0.0
 ya to phr tum ny kbhi pyaar nhi kiya  ya phr dil tot chuka hai tumhara,1.0
"wtf is wrong with this country, har jagah marasi baite hue hay. beghairtoo",0.0
 wo to dekh lia no doubt u are well mannered btw acha laga ap sy baat kr k khush rho hmesha,1.0
"we don't want justice and court trial, just give us rapist to us.  baki ka hum dekh lenge.   #rip_priyanka #ek_beti_ka_baap",1.0
halala karvane vali tum muslim prostitute ho,0.0
   teri bat nai ho rhi,1.0
