Comment,Hate,clean_comment,Tokens,Length
Nahi chutiye Pakistan top 20 main bhi nahi hai but india 3rd rapist country  hai world main aur issi tarha tumhari larkiyo k rape hote rahe tou 1st rank main zayda dair nahi,no,nahi chutiye pakistan top main bhi nahi hai india rd rapist country hai world main aur issi tarha tumhari larkiyo k rape hote rahe tou st rank main zayda dair nahi,"['nahi', 'chutiye', 'pakistan', 'top', 'main', 'bhi', 'nahi', 'hai', 'india', 'rd', 'rapist', 'country', 'hai', 'world', 'main', 'aur', 'issi', 'tarha', 'tumhari', 'larkiyo', 'k', 'rape', 'hote', 'rahe', 'tou', 'st', 'rank', 'main', 'zayda', 'dair', 'nahi']",31
#Santa Aaj hm sab Bina Gyan ke Nasha ke shikar ho Rahe h aur mahan kasht bhogte h. AapNasha ki Lat se hate Karenhttps://youtu.be/WEcZhjVtvCs pic.twitter.com/buks3SAS19,no,santa aaj hm sab bina gyan ke nasha ke shikar ho rahe h aur mahan kasht bhogte h aapnasha ki lat se hate karen pictwittercombukssas,"['santa', 'aaj', 'hm', 'sab', 'bina', 'gyan', 'ke', 'nasha', 'ke', 'shikar', 'ho', 'rahe', 'h', 'aur', 'mahan', 'kasht', 'bhogte', 'h', 'aapnasha', 'ki', 'lat', 'se', 'hate', 'karen', 'pictwittercombukssas']",25
Tumhare Hindu baba ne tumhari hajaro bahan betiyon ka rape kiya hai aaj usko jalane ke liye koi nahi aaya kya yahi hindutwa hai. Dogle log dogla dharam.,no,tumhare hindu baba ne tumhari hajaro bahan betiyon ka rape kiya hai aaj usko jalane ke liye koi nahi aaya kya yahi hindutwa hai dogle log dogla dharam,"['tumhare', 'hindu', 'baba', 'ne', 'tumhari', 'hajaro', 'bahan', 'betiyon', 'ka', 'rape', 'kiya', 'hai', 'aaj', 'usko', 'jalane', 'ke', 'liye', 'koi', 'nahi', 'aaya', 'kya', 'yahi', 'hindutwa', 'hai', 'dogle', 'log', 'dogla', 'dharam']",28
Nafrat Ki Market Mein Mohabbat Bechate Hain,no,nafrat ki market mein mohabbat bechate hain,"['nafrat', 'ki', 'market', 'mein', 'mohabbat', 'bechate', 'hain']",7
I hate love & pri dono ko vote mat kro Hina ko hi target Kar rah h kya Dosti nibhayi h dono ne,yes,hate love pri dono ko vote mat kro hina ko hi target kar rah h kya dosti nibhayi h dono ne,"['hate', 'love', 'pri', 'dono', 'ko', 'vote', 'mat', 'kro', 'hina', 'ko', 'hi', 'target', 'kar', 'rah', 'h', 'kya', 'dosti', 'nibhayi', 'h', 'dono', 'ne']",21
#EntertainmentKiRaat..bakwas show..hate all of u..badduva aap Sab ke liye...,yes,entertainmentkiraatbakwas showhate ubadduva aap sab ke liye,"['entertainmentkiraatbakwas', 'showhate', 'ubadduva', 'aap', 'sab', 'ke', 'liye']",7
"Bihar mein 90 ke dasak mein Jangal raaj bhi hua karta tha. Apaharn, loot, murder & rapes where being committed by ? Unki bhi jaatiya batao do Farzi doctor.",no,bihar mein ke dasak mein jangal raaj bhi hua karta tha apaharn loot murder rapes committed unki bhi jaatiya batao farzi doctor,"['bihar', 'mein', 'ke', 'dasak', 'mein', 'jangal', 'raaj', 'bhi', 'hua', 'karta', 'tha', 'apaharn', 'loot', 'murder', 'rapes', 'committed', 'unki', 'bhi', 'jaatiya', 'batao', 'farzi', 'doctor']",22
"Jab tak na_ Pak ka purna vidhhwansh nahi hoga , terrorism khatam nahi hoga.",no,jab tak na pak ka purna vidhhwansh nahi hoga terrorism khatam nahi hoga,"['jab', 'tak', 'na', 'pak', 'ka', 'purna', 'vidhhwansh', 'nahi', 'hoga', 'terrorism', 'khatam', 'nahi', 'hoga']",13
Abe incognito naam ke piche chupe jihadi kutte yeh spamming band kar ration card ke naam par rape karna aur nirbhaya rapist ko appeasement ke liye 10k rs aur sewing machine dena yeh hai tumhari aurto ke prati izzat,no,abe incognito naam ke piche chupe jihadi kutte yeh spamming band kar ration card ke naam par rape karna aur nirbhaya rapist ko appeasement ke liye k rs aur sewing machine dena yeh hai tumhari aurto ke prati izzat,"['abe', 'incognito', 'naam', 'ke', 'piche', 'chupe', 'jihadi', 'kutte', 'yeh', 'spamming', 'band', 'kar', 'ration', 'card', 'ke', 'naam', 'par', 'rape', 'karna', 'aur', 'nirbhaya', 'rapist', 'ko', 'appeasement', 'ke', 'liye', 'k', 'rs', 'aur', 'sewing', 'machine', 'dena', 'yeh', 'hai', 'tumhari', 'aurto', 'ke', 'prati', 'izzat']",39
"Kyu bahot se Pakistani aur Indian ek dusre nafrat karte Hai ? So much hate on my tl, koi answer do!",yes,kyu bahot se pakistani aur indian ek dusre nafrat karte hai much hate tl koi answer,"['kyu', 'bahot', 'se', 'pakistani', 'aur', 'indian', 'ek', 'dusre', 'nafrat', 'karte', 'hai', 'much', 'hate', 'tl', 'koi', 'answer']",16
ye to kuran ka rape hai..,no,ye kuran ka rape hai,"['ye', 'kuran', 'ka', 'rape', 'hai']",5
Bhaijaan I don't like this post ye new year hota to theek tha but ye tyohaar hum musalmaanon ka nahi hai I hate this post please delete and (Allah) se tauba karo,no,bhaijaan dont like post ye new year hota theek tha ye tyohaar hum musalmaanon ka nahi hai hate post please delete allah se tauba karo,"['bhaijaan', 'dont', 'like', 'post', 'ye', 'new', 'year', 'hota', 'theek', 'tha', 'ye', 'tyohaar', 'hum', 'musalmaanon', 'ka', 'nahi', 'hai', 'hate', 'post', 'please', 'delete', 'allah', 'se', 'tauba', 'karo']",25
I hate prince the most. Kahi dikh gaya to jootee maar maar ke uska sada hua muh kharab krdunga jis muh se harr ladki ko kiss deta firta h.,yes,hate prince kahi dikh gaya jootee maar maar ke uska sada hua muh kharab krdunga jis muh se harr ladki ko kiss deta firta h,"['hate', 'prince', 'kahi', 'dikh', 'gaya', 'jootee', 'maar', 'maar', 'ke', 'uska', 'sada', 'hua', 'muh', 'kharab', 'krdunga', 'jis', 'muh', 'se', 'harr', 'ladki', 'ko', 'kiss', 'deta', 'firta', 'h']",25
K@tuueee ye hai asli. 9 saal ki bacchi  se rape karne wale k chamche dusro ko esa nahi bolte pic.twitter.com/p4NRxo9CgM,yes,kUSER,['kUSER'],1
maine kab hate kiya. Main to ye bol rahi hon ki unki wajah se saara time tag main nikal jaata hai. Aisa ho gaya to main to chian se apni life jee sakugi na.,no,maine kab hate kiya main ye bol rahi hon ki unki wajah se saara time tag main nikal jaata hai aisa ho gaya main chian se apni life jee sakugi na,"['maine', 'kab', 'hate', 'kiya', 'main', 'ye', 'bol', 'rahi', 'hon', 'ki', 'unki', 'wajah', 'se', 'saara', 'time', 'tag', 'main', 'nikal', 'jaata', 'hai', 'aisa', 'ho', 'gaya', 'main', 'chian', 'se', 'apni', 'life', 'jee', 'sakugi', 'na']",31
"Agar Hindu terrorism par aaya to bhagte firoge, ek aapsi rajnish ko hindu terror ka Naam dene wale Dr. Narang ke waqt kaha mar gaye the? Ye selective secularism nahi chalega.",no,agar hindu terrorism par aaya bhagte firoge ek aapsi rajnish ko hindu terror ka naam dene wale dr narang ke waqt kaha mar gaye ye selective secularism nahi chalega,"['agar', 'hindu', 'terrorism', 'par', 'aaya', 'bhagte', 'firoge', 'ek', 'aapsi', 'rajnish', 'ko', 'hindu', 'terror', 'ka', 'naam', 'dene', 'wale', 'dr', 'narang', 'ke', 'waqt', 'kaha', 'mar', 'gaye', 'ye', 'selective', 'secularism', 'nahi', 'chalega']",29
Tum bahut gandgi nikli  bandagi we hate you hamlog shilpa frns hey punish ko save karne k liya vote kiya aapne vikash k liya vote magi eatna filp kaise ho sakri ho aap#shilpaholics,yes,tum bahut gandgi nikli bandagi hate hamlog shilpa frns hey punish ko save karne k liya vote kiya aapne vikash k liya vote magi eatna filp kaise ho sakri ho aapshilpaholics,"['tum', 'bahut', 'gandgi', 'nikli', 'bandagi', 'hate', 'hamlog', 'shilpa', 'frns', 'hey', 'punish', 'ko', 'save', 'karne', 'k', 'liya', 'vote', 'kiya', 'aapne', 'vikash', 'k', 'liya', 'vote', 'magi', 'eatna', 'filp', 'kaise', 'ho', 'sakri', 'ho', 'aapshilpaholics']",31
ved tiwari ye bhi sahi hai baba log to chupa ke rapr kar rahe muslim me maulvi dharm ke naam pe mahilawo ka rape karte hai.baba aur maulvi dono galat kare hai.,no,ved tiwari ye bhi sahi hai baba log chupa ke rapr kar rahe muslim maulvi dharm ke naam pe mahilawo ka rape karte haibaba aur maulvi dono galat kare hai,"['ved', 'tiwari', 'ye', 'bhi', 'sahi', 'hai', 'baba', 'log', 'chupa', 'ke', 'rapr', 'kar', 'rahe', 'muslim', 'maulvi', 'dharm', 'ke', 'naam', 'pe', 'mahilawo', 'ka', 'rape', 'karte', 'haibaba', 'aur', 'maulvi', 'dono', 'galat', 'kare', 'hai']",30
Hina bahut jhut bolti hai fir manti bhi nhi hai Maine ye bola jab salman bolte gain to bolti hai ho sakta hai. I hate your paltu behaviour....,yes,hina bahut jhut bolti hai fir manti bhi nhi hai maine ye bola jab salman bolte gain bolti hai ho sakta hai hate paltu behaviour,"['hina', 'bahut', 'jhut', 'bolti', 'hai', 'fir', 'manti', 'bhi', 'nhi', 'hai', 'maine', 'ye', 'bola', 'jab', 'salman', 'bolte', 'gain', 'bolti', 'hai', 'ho', 'sakta', 'hai', 'hate', 'paltu', 'behaviour']",25
Q teri behan ka rape kiya tha us criminal ne?? ya wo tere maa ka yar hai salo 2kaudi ki aukad nhi tingu tumhari aur aa gaye bakwas karne,no,q teri behan ka rape kiya tha us criminal ne ya wo tere maa ka yar hai salo kaudi ki aukad nhi tingu tumhari aur aa gaye bakwas karne,"['q', 'teri', 'behan', 'ka', 'rape', 'kiya', 'tha', 'us', 'criminal', 'ne', 'ya', 'wo', 'tere', 'maa', 'ka', 'yar', 'hai', 'salo', 'kaudi', 'ki', 'aukad', 'nhi', 'tingu', 'tumhari', 'aur', 'aa', 'gaye', 'bakwas', 'karne']",29
Wo Rohini wala baba jisne masoom Hindu ladkiyo ko rape kiya tha uska kya naam tha?,yes,wo rohini wala baba jisne masoom hindu ladkiyo ko rape kiya tha uska kya naam tha,"['wo', 'rohini', 'wala', 'baba', 'jisne', 'masoom', 'hindu', 'ladkiyo', 'ko', 'rape', 'kiya', 'tha', 'uska', 'kya', 'naam', 'tha']",16
but why? jab pri ye sochke vikas ko support kr rha tha tb to @eyehina ji frndshp ki bat kr rhe the ki frnds ko hi support kro & 2min pahle kh rhe the i hate u & @BeingLuvtyagi bhi janta tha ki wha bethe kitne bhi city baje pr dil se sirf hina sath hai to uska vote metter krta h,no,jab pri ye sochke vikas ko support kr rha tha tb USER,"['jab', 'pri', 'ye', 'sochke', 'vikas', 'ko', 'support', 'kr', 'rha', 'tha', 'tb', 'USER']",12
Sapna ji rape krne wala chahe hindu ho ya muslim saja ek honi chahiye uske hath pair kat diye jayen ya phir uski aankhen phod di jayen kam se kam unhe v dard ka ehsas to ho.,no,sapna ji rape krne wala chahe hindu ho ya muslim saja ek honi chahiye uske hath pair kat diye jayen ya phir uski aankhen phod di jayen kam se kam unhe v dard ka ehsas ho,"['sapna', 'ji', 'rape', 'krne', 'wala', 'chahe', 'hindu', 'ho', 'ya', 'muslim', 'saja', 'ek', 'honi', 'chahiye', 'uske', 'hath', 'pair', 'kat', 'diye', 'jayen', 'ya', 'phir', 'uski', 'aankhen', 'phod', 'di', 'jayen', 'kam', 'se', 'kam', 'unhe', 'v', 'dard', 'ka', 'ehsas', 'ho']",36
I hate you raju srivastava.tumhara kya bigada hai shilpa ne.paise lekar kuch bhi karoge kya bhagwan ne tumhe bhi beti di hai.upar wala sab dekh raha hai usse daro,yes,hate raju srivastavatumhara kya bigada hai shilpa nepaise lekar kuch bhi karoge kya bhagwan ne tumhe bhi beti di haiupar wala sab dekh raha hai usse daro,"['hate', 'raju', 'srivastavatumhara', 'kya', 'bigada', 'hai', 'shilpa', 'nepaise', 'lekar', 'kuch', 'bhi', 'karoge', 'kya', 'bhagwan', 'ne', 'tumhe', 'bhi', 'beti', 'di', 'haiupar', 'wala', 'sab', 'dekh', 'raha', 'hai', 'usse', 'daro']",27
Kya Hindu baba ko Hindu ladhkiyon ka rape karna allowed hae ???,no,kya hindu baba ko hindu ladhkiyon ka rape karna allowed hae,"['kya', 'hindu', 'baba', 'ko', 'hindu', 'ladhkiyon', 'ka', 'rape', 'karna', 'allowed', 'hae']",11
@BBhuttoZardari nawaz sharif janwer hai or khawateen ko rape karwata hai punjab main,no,USER,['USER'],1
Haan islam sirf sharaab peene se hi badnaam hota hai ...terrorism aur fundamentalism wahabism and salafism se nahin ...nahin ?   Zyadatar mughal badshah aur sultans bewre the zinko islami apna masiha maante hain ...,yes,haan islam sirf sharaab peene se hi badnaam hota hai terrorism aur fundamentalism wahabism salafism se nahin nahin zyadatar mughal badshah aur sultans bewre zinko islami apna masiha maante hain,"['haan', 'islam', 'sirf', 'sharaab', 'peene', 'se', 'hi', 'badnaam', 'hota', 'hai', 'terrorism', 'aur', 'fundamentalism', 'wahabism', 'salafism', 'se', 'nahin', 'nahin', 'zyadatar', 'mughal', 'badshah', 'aur', 'sultans', 'bewre', 'zinko', 'islami', 'apna', 'masiha', 'maante', 'hain']",30
Agar no hate Guru Gobind Singh .,no,agar hate guru gobind singh,"['agar', 'hate', 'guru', 'gobind', 'singh']",5
Kuch logo ne enjoy kiya kuch ko afsos hua.. Aap pure fans ko nahi bol sakte.. I was also sad but I also hate her too,no,kuch logo ne enjoy kiya kuch ko afsos hua aap pure fans ko nahi bol sakte also sad also hate,"['kuch', 'logo', 'ne', 'enjoy', 'kiya', 'kuch', 'ko', 'afsos', 'hua', 'aap', 'pure', 'fans', 'ko', 'nahi', 'bol', 'sakte', 'also', 'sad', 'also', 'hate']",20
Flu se naak sarh gya hai yar.I hate winters,yes,flu se naak sarh gya hai yari hate winters,"['flu', 'se', 'naak', 'sarh', 'gya', 'hai', 'yari', 'hate', 'winters']",9
Ab se main bhi locki ki sabzi naho khaungi I hate this sabzi,yes,ab se main bhi locki ki sabzi naho khaungi hate sabzi,"['ab', 'se', 'main', 'bhi', 'locki', 'ki', 'sabzi', 'naho', 'khaungi', 'hate', 'sabzi']",11
Aur bhi bahut kuch tha bb related se bolne ko raju shri pr tumne parsnol ja ke bola shilpa ko uske kam ke bare me uske self respect ke bare me i hate u raju shri jaisi tumhri shakl waisi tumhari akal,no,aur bhi bahut kuch tha bb related se bolne ko raju shri pr tumne parsnol ja ke bola shilpa ko uske kam ke bare uske self respect ke bare hate u raju shri jaisi tumhri shakl waisi tumhari akal,"['aur', 'bhi', 'bahut', 'kuch', 'tha', 'bb', 'related', 'se', 'bolne', 'ko', 'raju', 'shri', 'pr', 'tumne', 'parsnol', 'ja', 'ke', 'bola', 'shilpa', 'ko', 'uske', 'kam', 'ke', 'bare', 'uske', 'self', 'respect', 'ke', 'bare', 'hate', 'u', 'raju', 'shri', 'jaisi', 'tumhri', 'shakl', 'waisi', 'tumhari', 'akal']",39
fir whistle bajane se pehle 'i hate u I hate u! Q bola? Or jo #Luv hamesha tumhare sath raha use support q nahi kiya? Akhade me!,yes,fir whistle bajane se pehle hate u hate u q bola jo luv hamesha tumhare sath raha use support q nahi kiya akhade,"['fir', 'whistle', 'bajane', 'se', 'pehle', 'hate', 'u', 'hate', 'u', 'q', 'bola', 'jo', 'luv', 'hamesha', 'tumhare', 'sath', 'raha', 'use', 'support', 'q', 'nahi', 'kiya', 'akhade']",23
I hate too yaar ..This show is so biased na ..Sare ache logo ko bahar kar chutiyo ko rakh liya .. Shit,yes,hate yaar show biased na sare ache logo ko bahar kar chutiyo ko rakh liya shit,"['hate', 'yaar', 'show', 'biased', 'na', 'sare', 'ache', 'logo', 'ko', 'bahar', 'kar', 'chutiyo', 'ko', 'rakh', 'liya', 'shit']",16
Kafi sankalpit ho aap ki #DwarkaExpressWay kabhi bane hi na aur #KherkiDaulaToll kabhi hate hi na. Poster bana ke tweet kar dene se hum thodi maan lange aapke jhoot ko saach. #RERA dilute kia aur online RTI bhi nahi #Haryana me,no,kafi sankalpit ho aap ki dwarkaexpressway kabhi bane hi na aur kherkidaulatoll kabhi hate hi na poster bana ke tweet kar dene se hum thodi maan lange aapke jhoot ko saach rera dilute kia aur online rti bhi nahi haryana,"['kafi', 'sankalpit', 'ho', 'aap', 'ki', 'dwarkaexpressway', 'kabhi', 'bane', 'hi', 'na', 'aur', 'kherkidaulatoll', 'kabhi', 'hate', 'hi', 'na', 'poster', 'bana', 'ke', 'tweet', 'kar', 'dene', 'se', 'hum', 'thodi', 'maan', 'lange', 'aapke', 'jhoot', 'ko', 'saach', 'rera', 'dilute', 'kia', 'aur', 'online', 'rti', 'bhi', 'nahi', 'haryana']",40
@tentej itna bada namard hai ki agar iske samne koi eve teasing ho ya rape ho to baith k hasega ar bolega mai kyu padu inke beech mai.. aise aadmi kalank hai hamare desh k lye,yes,USER,['USER'],1
I hate takla's all raps. Woh muh kholta hai ki usse khuch phek ke marne ka mann karta hai,yes,hate taklas raps woh muh kholta hai ki usse khuch phek ke marne ka mann karta hai,"['hate', 'taklas', 'raps', 'woh', 'muh', 'kholta', 'hai', 'ki', 'usse', 'khuch', 'phek', 'ke', 'marne', 'ka', 'mann', 'karta', 'hai']",17
Now i hate #ColorsTV show #EntertainmentKiRaat ye kya tarika hai joke banane ka shilpa ji ki insult kar dali jokes ki apni limit   hoti wo bhi jispe joke kar re wo waha pe hai bhi nahi hate this so no respect for women #ShilpaShinde #WeStandByShilpa,yes,hate colorstv show entertainmentkiraat ye kya tarika hai joke banane ka shilpa ji ki insult kar dali jokes ki apni limit hoti wo bhi jispe joke kar wo waha pe hai bhi nahi hate respect women shilpashinde westandbyshilpa,"['hate', 'colorstv', 'show', 'entertainmentkiraat', 'ye', 'kya', 'tarika', 'hai', 'joke', 'banane', 'ka', 'shilpa', 'ji', 'ki', 'insult', 'kar', 'dali', 'jokes', 'ki', 'apni', 'limit', 'hoti', 'wo', 'bhi', 'jispe', 'joke', 'kar', 'wo', 'waha', 'pe', 'hai', 'bhi', 'nahi', 'hate', 'respect', 'women', 'shilpashinde', 'westandbyshilpa']",38
hahahahaah haan samjh gaya tha mn bari bt hai aisi hoti nhn hen girls.. i hate this dhishom dhishom hahahahah,no,hahahahaah haan samjh gaya tha mn bari bt hai aisi hoti nhn hen girls hate dhishom dhishom hahahahah,"['hahahahaah', 'haan', 'samjh', 'gaya', 'tha', 'mn', 'bari', 'bt', 'hai', 'aisi', 'hoti', 'nhn', 'hen', 'girls', 'hate', 'dhishom', 'dhishom', 'hahahahah']",18
Raju shri jaise ghatiya entertainers hote hai jo paise ko liye kisi bhi had tak kisi ko bhi bol shkte hai raju shri bhul gye ki public agar upre lati hai to niche lana bhi janti hai I hate raju shri u r a disgusting Entertainer,yes,raju shri jaise ghatiya entertainers hote hai jo paise ko liye kisi bhi tak kisi ko bhi bol shkte hai raju shri bhul gye ki public agar upre lati hai niche lana bhi janti hai hate raju shri u r disgusting entertainer,"['raju', 'shri', 'jaise', 'ghatiya', 'entertainers', 'hote', 'hai', 'jo', 'paise', 'ko', 'liye', 'kisi', 'bhi', 'tak', 'kisi', 'ko', 'bhi', 'bol', 'shkte', 'hai', 'raju', 'shri', 'bhul', 'gye', 'ki', 'public', 'agar', 'upre', 'lati', 'hai', 'niche', 'lana', 'bhi', 'janti', 'hai', 'hate', 'raju', 'shri', 'u', 'r', 'disgusting', 'entertainer']",42
"Nahi ji i just hate tinday,karele , nd e.tc jo bhi bole hain",yes,nahi ji hate tindaykarele nd etc jo bhi bole hain,"['nahi', 'ji', 'hate', 'tindaykarele', 'nd', 'etc', 'jo', 'bhi', 'bole', 'hain']",10
Asram ko beti doge to rape to hoga hi kahte hai na aag aur koila ek sath rahega to aag lage hi,no,asram ko beti doge rape hoga hi kahte hai na aag aur koila ek sath rahega aag lage hi,"['asram', 'ko', 'beti', 'doge', 'rape', 'hoga', 'hi', 'kahte', 'hai', 'na', 'aag', 'aur', 'koila', 'ek', 'sath', 'rahega', 'aag', 'lage', 'hi']",19
Kutti tu jitana vikas ke khilaf likhege utana hi Tere shitpa ko nafrat milege..mujhe woh buri nhi latati Tere jaise wahiyat fan ke wajah se  Shilpa shitpa lagane lagi....carry on more u will write bullshit more people will hate shitpa... Twitter par hi jeeta Lena shitpa ko,no,kutti tu jitana vikas ke khilaf likhege utana hi tere shitpa ko nafrat milegemujhe woh buri nhi latati tere jaise wahiyat fan ke wajah se shilpa shitpa lagane lagicarry u write bullshit people hate shitpa twitter par hi jeeta lena shitpa ko,"['kutti', 'tu', 'jitana', 'vikas', 'ke', 'khilaf', 'likhege', 'utana', 'hi', 'tere', 'shitpa', 'ko', 'nafrat', 'milegemujhe', 'woh', 'buri', 'nhi', 'latati', 'tere', 'jaise', 'wahiyat', 'fan', 'ke', 'wajah', 'se', 'shilpa', 'shitpa', 'lagane', 'lagicarry', 'u', 'write', 'bullshit', 'people', 'hate', 'shitpa', 'twitter', 'par', 'hi', 'jeeta', 'lena', 'shitpa', 'ko']",42
Raju ji same on you jo aapne shilpa ji ke baare me bahut galat bola I hate you me pehle aap ki fan aab nahi hu,no,raju ji jo aapne shilpa ji ke baare bahut galat bola hate pehle aap ki fan aab nahi hu,"['raju', 'ji', 'jo', 'aapne', 'shilpa', 'ji', 'ke', 'baare', 'bahut', 'galat', 'bola', 'hate', 'pehle', 'aap', 'ki', 'fan', 'aab', 'nahi', 'hu']",19
Bhai jo strong hota he usko hate he kiya jata he or apna bhai sbse strong he is waqt game me to ye to obviously bolege esa luv k liye,no,bhai jo strong hota usko hate kiya jata apna bhai sbse strong waqt game ye obviously bolege esa luv k liye,"['bhai', 'jo', 'strong', 'hota', 'usko', 'hate', 'kiya', 'jata', 'apna', 'bhai', 'sbse', 'strong', 'waqt', 'game', 'ye', 'obviously', 'bolege', 'esa', 'luv', 'k', 'liye']",21
Pakistan ka scene alag hai.. They hate us we hate them..,no,pakistan ka scene alag hai hate us hate,"['pakistan', 'ka', 'scene', 'alag', 'hai', 'hate', 'us', 'hate']",8
Sahi bolte hai hum jab Ram rahim asaram rampal ko dekha tha to bhi akal nahi aati inko ghar me maa baap saas sasur ki seva nahi kar sakti or baba ke per dabane chali jati hai to kya inki puja karege rape Hi hoge,no,sahi bolte hai hum jab ram rahim asaram rampal ko dekha tha bhi akal nahi aati inko ghar maa baap saas sasur ki seva nahi kar sakti baba ke per dabane chali jati hai kya inki puja karege rape hi hoge,"['sahi', 'bolte', 'hai', 'hum', 'jab', 'ram', 'rahim', 'asaram', 'rampal', 'ko', 'dekha', 'tha', 'bhi', 'akal', 'nahi', 'aati', 'inko', 'ghar', 'maa', 'baap', 'saas', 'sasur', 'ki', 'seva', 'nahi', 'kar', 'sakti', 'baba', 'ke', 'per', 'dabane', 'chali', 'jati', 'hai', 'kya', 'inki', 'puja', 'karege', 'rape', 'hi', 'hoge']",41
Or baba ki baat to jo ladki khud hi baba ke pass jaye uska to rape hoga hi par jo masum bachi ka ghar me rape karte hai wo Up ke Muslim the rahege,no,baba ki baat jo ladki khud hi baba ke pass jaye uska rape hoga hi par jo masum bachi ka ghar rape karte hai wo ke muslim rahege,"['baba', 'ki', 'baat', 'jo', 'ladki', 'khud', 'hi', 'baba', 'ke', 'pass', 'jaye', 'uska', 'rape', 'hoga', 'hi', 'par', 'jo', 'masum', 'bachi', 'ka', 'ghar', 'rape', 'karte', 'hai', 'wo', 'ke', 'muslim', 'rahege']",28
Up me kyu Muslim hi Hindu betiyo ka rape karte hai kisne Di unhe taaqat Hindu ko kamjor bnaya aap jese logo ne,yes,kyu muslim hi hindu betiyo ka rape karte hai kisne di unhe taaqat hindu ko kamjor bnaya aap jese logo ne,"['kyu', 'muslim', 'hi', 'hindu', 'betiyo', 'ka', 'rape', 'karte', 'hai', 'kisne', 'di', 'unhe', 'taaqat', 'hindu', 'ko', 'kamjor', 'bnaya', 'aap', 'jese', 'logo', 'ne']",21
Ghamand hai use khud par... Bahut fake hai.. Chalu... Behuda... Ghatiya... I hate her...,yes,ghamand hai use khud par bahut fake hai chalu behuda ghatiya hate,"['ghamand', 'hai', 'use', 'khud', 'par', 'bahut', 'fake', 'hai', 'chalu', 'behuda', 'ghatiya', 'hate']",12
Kya kya seh ke aayi hai hamari queen . I hate you,no,kya kya seh ke aayi hai hamari queen hate,"['kya', 'kya', 'seh', 'ke', 'aayi', 'hai', 'hamari', 'queen', 'hate']",9
Sale chutiye ek ladki ki ijjat karna nahi janta ..hate u from nepal,yes,sale chutiye ek ladki ki ijjat karna nahi janta hate u nepal,"['sale', 'chutiye', 'ek', 'ladki', 'ki', 'ijjat', 'karna', 'nahi', 'janta', 'hate', 'u', 'nepal']",12
Delhi ka nirbhaya case apko yaad hoga UP ka.2 dalit ladki ko rape karke jala kar marne ka Case bhi yad hoga ye sab yadav Congress raaj me hi huya,no,delhi ka nirbhaya case apko yaad hoga ka dalit ladki ko rape karke jala kar marne ka case bhi yad hoga ye sab yadav congress raaj hi huya,"['delhi', 'ka', 'nirbhaya', 'case', 'apko', 'yaad', 'hoga', 'ka', 'dalit', 'ladki', 'ko', 'rape', 'karke', 'jala', 'kar', 'marne', 'ka', 'case', 'bhi', 'yad', 'hoga', 'ye', 'sab', 'yadav', 'congress', 'raaj', 'hi', 'huya']",28
Tumhe koi kehe shkti kapoor k pass jayo even jutta utha de toh kaisa lagega hate karna bandh karo but fact par baat karo jha if u girl so yeh girls ki respect ki baat hai behan,no,tumhe koi kehe shkti kapoor k pass jayo even jutta utha de toh kaisa lagega hate karna bandh karo fact par baat karo jha u girl yeh girls ki respect ki baat hai behan,"['tumhe', 'koi', 'kehe', 'shkti', 'kapoor', 'k', 'pass', 'jayo', 'even', 'jutta', 'utha', 'de', 'toh', 'kaisa', 'lagega', 'hate', 'karna', 'bandh', 'karo', 'fact', 'par', 'baat', 'karo', 'jha', 'u', 'girl', 'yeh', 'girls', 'ki', 'respect', 'ki', 'baat', 'hai', 'behan']",34
Aree 16 dec gang rape me justice ke liye protest kr rhe logo pe laathicharge krna even ladkiyo ko marna ye manmohan ji se seekhe https://twitter.com/kavyaaagain/status/943843130419290113 …,no,aree dec gang rape justice ke liye protest kr rhe logo pe laathicharge krna even ladkiyo ko marna ye manmohan ji se seekhe …,"['aree', 'dec', 'gang', 'rape', 'justice', 'ke', 'liye', 'protest', 'kr', 'rhe', 'logo', 'pe', 'laathicharge', 'krna', 'even', 'ladkiyo', 'ko', 'marna', 'ye', 'manmohan', 'ji', 'se', 'seekhe', '…']",24
and 2nd ma kbhi apni tareef ni krta  I hate myself ya to paka koi ar hi ha,yes,nd kbhi apni tareef ni krta hate ya paka koi ar hi ha,"['nd', 'kbhi', 'apni', 'tareef', 'ni', 'krta', 'hate', 'ya', 'paka', 'koi', 'ar', 'hi', 'ha']",13
Sab hath dho k pade hai Shilpa ko degrade Karne tum logo ko Shilpa chor k aur kuch sujhta ni hate u all Shilpa haters we viewers love her tum logo ko aisi ki taisi,yes,sab hath dho k pade hai shilpa ko degrade karne tum logo ko shilpa chor k aur kuch sujhta ni hate u shilpa haters viewers love tum logo ko aisi ki taisi,"['sab', 'hath', 'dho', 'k', 'pade', 'hai', 'shilpa', 'ko', 'degrade', 'karne', 'tum', 'logo', 'ko', 'shilpa', 'chor', 'k', 'aur', 'kuch', 'sujhta', 'ni', 'hate', 'u', 'shilpa', 'haters', 'viewers', 'love', 'tum', 'logo', 'ko', 'aisi', 'ki', 'taisi']",32
